City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
300,vanimo,-2.6741,141.3028,29.43,65,88,0.49,PG,1690595777
301,vozhega,60.4725,40.2213,13.73,98,100,2.47,RU,1690595777
302,temerluh,3.4506,102.4176,29.43,90,99,1.34,MY,1690595777
303,ta`u,-14.2336,-169.5144,26.78,74,100,8.69,AS,1690595777
304,yulinshi,38.2906,109.7494,25.54,50,98,3.03,CN,1690595734
305,huoqiu chengguanzhen,32.3547,116.2939,26.54,89,100,6.11,CN,1690595778
306,egilsstadir,65.2653,-14.3948,7.95,93,100,3.6,IS,1690595778
307,vila franca do campo,37.7167,-25.4333,22.23,96,35,2.54,PT,1690595779
308,aldinga beach,-35.2793,138.4604,15.98,87,11,7.65,AU,1690595779
309,pacific grove,36.6177,-121.9166,24.8,74,16,2.24,US,1690595779
310,pisco,-13.7,-76.2167,19.03,82,100,6.17,PE,1690595779
311,fale old settlement,-9.3852,-171.2468,28.71,73,82,7.95,TK,1690595779
312,treasure island,27.7692,-82.769,28.47,62,34,1.25,US,1690595780
313,ciudad lazaro cardenas,17.9583,-102.2,28.21,78,11,2.17,MX,1690595780
314,pestravka,52.405,49.9583,25.14,46,100,3.6,RU,1690595780
315,vokhtoga,58.8147,41.0461,15.87,99,100,1.74,RU,1690595780
316,arroyo,41.6096,-4.7969,22.0,82,0,2.57,ES,1690595781
317,levuka,50.1834,-105.4011,18.9,46,41,3.64,CA,1690595781
318,ola,59.5833,151.2833,18.97,65,91,2.93,RU,1690595782
319,geraldton,-28.7667,114.6,16.23,77,40,3.6,AU,1690595783
320,vilyuchinsk,52.9306,158.4028,21.15,82,65,2.73,RU,1690595784
321,mount pearl,47.5166,-52.7813,17.19,77,100,0.0,CA,1690595784
322,naze,28.3667,129.4833,28.51,82,100,6.41,JP,1690595774
323,kushikino,31.7167,130.2667,30.7,58,56,4.26,JP,1690595598
324,medina,24.4686,39.6142,33.24,9,0,2.57,SA,1690595785
325,la libertad,-2.2333,-80.9,22.81,82,98,4.45,EC,1690595785
326,turpan,42.9333,89.1667,36.54,20,100,3.04,CN,1690595785
327,cleburne,32.3476,-97.3867,35.03,42,0,3.6,US,1690595786
328,marathon,44.9,-89.7668,20.86,94,75,6.69,US,1690595786
329,arawa,-6.2132,155.5367,28.94,81,82,0.54,PG,1690595786
330,las lomitas,-24.7096,-60.593,14.11,65,0,1.71,AR,1690595786
331,pingdingshan,33.7385,113.3012,25.71,91,100,3.8,CN,1690595787
332,invercargill,-46.4,168.35,13.34,69,99,3.58,NZ,1690595787
333,amga,60.8953,131.9608,23.85,31,0,2.23,RU,1690595788
334,nuuk,64.1835,-51.7216,8.13,83,100,4.42,GL,1690595656
335,kajiado,-1.8524,36.7768,11.7,95,84,2.13,KE,1690595788
336,nueva gerona,21.8833,-82.8,28.89,74,85,3.05,CU,1690595788
337,malmyzh,56.5205,50.6818,19.87,87,100,5.15,RU,1690595789
338,la roca del valles,41.5833,2.3333,24.44,85,9,1.34,ES,1690595789
339,mancio lima,-7.6142,-72.8958,25.01,60,70,0.71,BR,1690595789
340,tongchuan,35.0806,109.0897,24.26,75,99,2.09,CN,1690595790
341,frontera,26.9333,-101.45,33.27,30,43,3.58,MX,1690595790
342,alofi,-19.0595,-169.9187,22.94,88,100,3.6,NU,1690595790
343,mauganj,24.6833,81.8833,31.39,60,61,3.89,IN,1690595505
344,nar'yan-mar,67.6713,53.087,14.3,81,21,1.43,RU,1690595791
345,xicotencatl,23.0167,-98.8833,26.55,69,71,2.38,MX,1690595791
346,chos malal,-37.3781,-70.2709,12.31,42,100,3.33,AR,1690595792
347,shadrinsk,56.0852,63.6335,18.03,81,58,5.2,RU,1690595792
348,chicoana,-25.1009,-65.5331,11.03,60,0,1.35,AR,1690595793
349,rebrikha,53.0733,82.3408,20.71,65,72,4.02,RU,1690595793
350,nehe,48.4833,124.8333,24.84,69,79,1.85,CN,1690595793
351,ejura,7.3856,-1.3562,21.95,97,92,2.35,GH,1690595793
352,zhezqazghan,47.7833,67.7667,24.32,31,0,1.0,KZ,1690595793
353,las trojes,14.0667,-85.9833,20.05,100,100,1.69,HN,1690595794
354,kone,-21.0595,164.8658,23.13,46,92,3.48,NC,1690595794
355,naryshkino,52.9678,35.7268,14.38,91,100,4.28,RU,1690595794
356,nizhneudinsk,54.9076,99.0276,21.89,65,66,3.37,RU,1690595795
357,remire-montjoly,4.9167,-52.2667,26.02,83,0,1.03,GF,1690595795
358,ust'-ilimsk,58.0006,102.6619,24.52,57,20,1.67,RU,1690595796
359,qarauyl,48.9451,79.255,22.49,40,4,2.64,KZ,1690595796
360,fort st. john,56.2499,-120.8529,21.94,37,75,5.14,CA,1690595796
361,ikalamavony,-21.15,46.5833,11.08,90,9,2.33,MG,1690595797
362,saint-philippe,-21.3585,55.7679,17.77,69,34,3.17,RE,1690595797
363,westport,41.1415,-73.3579,27.79,84,0,1.34,US,1690595797
364,lorengau,-2.0226,147.2712,29.68,68,78,3.15,PG,1690595797
365,yoko,5.5333,12.3167,18.21,99,100,1.03,CM,1690595797
366,okhotsk,59.3833,143.3,13.7,94,100,3.94,RU,1690595798
367,pont rouge,48.8833,-72.0825,17.16,73,6,4.84,CA,1690595798
368,riyadh,24.6877,46.7219,30.08,15,78,2.0,SA,1690595507
369,panaba,21.2833,-88.2667,27.09,82,100,4.37,MX,1690595798
370,sacramento,38.4666,-121.3177,36.33,27,0,5.14,US,1690595799
371,kupang,-10.1667,123.5833,28.4,63,14,3.82,ID,1690595799
372,mil'kovo,55.6078,37.7956,15.75,92,100,2.77,RU,1690595799
373,kiffa,16.6166,-11.4045,34.35,44,100,4.57,MR,1690595800
374,fraserburgh,57.6874,-2.0184,13.4,88,97,4.89,GB,1690595800
375,bardai,11.65,7.2333,21.88,87,97,3.93,NG,1690595800
376,guerrero negro,27.9769,-114.0611,22.39,73,18,6.57,MX,1690595801
377,kerikeri,-35.2268,173.9474,14.27,51,84,2.12,NZ,1690595801
378,kuhmo,64.1333,29.5167,11.97,95,100,5.99,FI,1690595801
379,clevelandia,-26.3958,-52.4708,11.29,98,62,0.89,BR,1690595802
380,gadzhiyevo,69.2551,33.3362,14.48,79,100,2.01,RU,1690595802
381,mahalapye,-23.1041,26.8142,15.78,36,85,5.53,BW,1690595802
382,labrador city,52.9463,-66.9114,12.95,88,75,1.54,CA,1690595803
383,shipunovo,52.1582,82.2173,19.2,76,43,3.7,RU,1690595803
384,simanggang,1.2472,111.4528,26.99,78,20,3.13,MY,1690595803
385,taguatinga,-12.3857,-46.5711,25.45,53,26,4.72,BR,1690595803
386,ghat,24.9647,10.1728,31.31,13,11,0.23,LY,1690595804
387,keflavik,64.0049,-22.5624,11.24,87,0,4.63,IS,1690595538
388,arraial do cabo,-22.9661,-42.0278,20.65,93,25,5.1,BR,1690595805
389,ormara,25.2088,64.6357,27.86,82,49,5.49,PK,1690595805
390,nea alikarnassos,35.3333,25.1667,25.82,58,0,6.69,GR,1690595805
391,acapulco de juarez,16.8634,-99.8901,28.51,80,12,2.48,MX,1690595805
392,villa del totoral,-30.8167,-63.7167,11.36,52,5,2.91,AR,1690595806
393,maceio,-9.6658,-35.7353,21.69,94,20,1.54,BR,1690595806
394,kontagora,10.3999,5.4695,22.58,96,100,2.11,NG,1690595806
395,kingston,17.997,-76.7936,29.53,75,20,5.66,JM,1690595806
396,buka,40.8108,69.1986,26.95,32,0,4.04,UZ,1690595807
397,katsuura,35.1333,140.3,28.78,71,9,4.62,JP,1690595807
398,valle de la pascua,9.2155,-66.0073,23.65,92,36,1.54,VE,1690595807
399,kolonia,50.9333,6.95,19.86,89,75,2.06,DE,1690595807
400,luanda,-8.8368,13.2343,20.0,94,59,2.06,AO,1690595591
401,bam,29.106,58.357,31.95,21,19,3.05,IR,1690595808
402,barclayville,4.6797,-8.2339,24.32,87,100,3.83,LR,1690595808
403,maryville,35.7565,-83.9705,28.14,81,96,1.85,US,1690595808
404,mili,6.0815,171.735,28.48,79,39,5.92,MH,1690595808
405,atlantic,39.4668,-74.6663,27.19,93,98,4.57,US,1690595809
406,hanceville,34.0607,-86.7675,26.95,75,100,2.33,US,1690595809
407,yeniseysk,58.4497,92.1703,21.92,62,100,1.56,RU,1690595809
408,tralee,52.2704,-9.7026,12.6,91,27,5.38,IE,1690595719
409,tadine,-21.55,167.8833,20.28,53,95,6.18,NC,1690595810
410,vernon,50.2581,-119.2691,31.2,28,34,3.58,CA,1690595810
411,taoudenni,22.6783,-3.9836,38.18,7,3,4.12,ML,1690595810
412,zahedan,29.4963,60.8629,25.95,27,0,2.06,IR,1690595811
413,el hadjar,36.8038,7.7368,26.95,94,40,4.63,DZ,1690595811
414,hovd,48.0056,91.6419,23.92,35,100,2.86,MN,1690595812
415,preobrazheniye,42.9019,133.9064,26.42,67,100,4.47,RU,1690595812
416,gorom-gorom,14.4439,-0.2361,24.97,69,100,5.36,BF,1690595812
417,kingscliff,-28.2667,153.5667,24.29,49,76,3.6,AU,1690595813
418,lazaro cardenas,17.9583,-102.2,28.21,78,11,2.17,MX,1690595813
419,smara,26.7384,-11.6719,19.68,83,0,5.13,EH,1690595813
420,anacapri,40.5558,14.2136,23.41,82,0,2.06,IT,1690595813
421,vegreville,53.5001,-112.0518,16.03,67,67,1.03,CA,1690595813
422,okondja,-0.6549,13.6753,21.31,89,96,1.09,GA,1690595814
423,port augusta,-32.5,137.7667,17.52,54,0,1.94,AU,1690595814
424,timra,62.487,17.3257,13.82,88,75,1.54,SE,1690595814
425,maryborough,-25.5333,152.7,23.69,45,27,1.13,AU,1690595640
426,savalou,7.9281,1.9756,22.5,96,100,3.06,BJ,1690595814
427,kristiansund,63.1115,7.732,14.36,88,100,1.54,NO,1690595815
428,balakovo,52.0278,47.8007,26.72,38,84,4.59,RU,1690595815
429,hammerfest,70.6634,23.6821,9.25,100,100,3.09,NO,1690595815
430,hafar al-batin,28.4328,45.9708,32.32,12,0,0.0,SA,1690595815
431,brioude,45.1667,3.4167,16.28,86,26,2.05,FR,1690595816
432,taro,-8.3862,115.28,22.0,68,93,2.18,ID,1690595816
433,tonghae,37.5439,129.1069,31.11,61,10,2.22,KR,1690595814
434,west valley,46.5921,-120.6051,32.11,26,1,0.89,US,1690595817
435,paka,4.6374,103.4368,27.96,89,20,0.51,MY,1690595817
436,poninka,50.1849,27.5363,12.9,92,3,3.06,UA,1690595817
437,bukama,-9.2,25.85,19.35,39,0,1.7,CD,1690595817
438,new plymouth,-39.0667,174.0833,10.73,63,100,0.55,NZ,1690595818
439,quimili,-27.6333,-62.4167,13.28,49,0,3.18,AR,1690595818
440,bereket,39.2446,55.5154,29.38,23,0,3.06,TM,1690595818
441,neryungri,56.6709,124.6491,22.24,63,34,2.44,RU,1690595557
442,afaahiti,-17.75,-149.2833,22.93,86,66,8.63,PF,1690595819
443,oyama,36.3,139.8,37.97,33,4,2.33,JP,1690595725
444,maihar,24.2667,80.75,28.44,74,99,4.39,IN,1690595819
445,nekrasovskoye,57.6766,40.3657,16.94,93,75,2.0,RU,1690595820
446,floresti,47.8933,28.3014,19.65,52,97,0.83,MD,1690595820
447,zyrya,40.3661,50.2917,25.05,85,14,17.61,AZ,1690595820
448,ribeira brava,32.65,-17.0667,22.35,80,0,1.2,PT,1690595820
449,oak grove,45.4168,-122.6401,28.36,43,0,1.34,US,1690595821
450,khandyga,62.6667,135.6,23.85,32,13,1.31,RU,1690595821
451,rio de janeiro,-22.9028,-43.2075,21.98,88,100,3.09,BR,1690595821
452,malabar,-33.9667,151.25,23.2,48,0,5.14,AU,1690595822
453,raton,36.9034,-104.4391,17.23,72,100,0.85,US,1690595822
454,yagoua,10.3411,15.2329,22.69,86,87,1.15,CM,1690595823
455,vikulovo,56.8167,70.6107,17.24,94,99,5.13,RU,1690595824
456,porangatu,-13.4408,-49.1486,24.52,37,30,1.23,BR,1690595824
457,malinyi,-8.9333,36.1333,19.72,72,80,0.46,TZ,1690595824
458,hithadhoo,-0.6,73.0833,27.53,74,90,2.96,MV,1690595825
459,shiguai,40.7058,110.2856,24.7,46,100,1.42,CN,1690595825
460,playa blanca,28.8643,-13.8281,23.11,79,33,7.6,ES,1690595826
461,smithers,54.7804,-127.1743,25.18,31,40,1.03,CA,1690595826
462,luisant,48.4295,1.4738,17.75,88,100,0.45,FR,1690595826
463,rongelap,11.1635,166.8941,28.42,81,100,10.04,MH,1690595827
464,padang,-0.9492,100.3543,29.03,73,100,0.52,ID,1690595827
465,daru,-9.0763,143.2092,25.96,84,71,7.43,PG,1690595827
466,fada n'gourma,12.0622,0.3578,24.9,85,100,2.82,BF,1690595828
467,ketchikan,55.3422,-131.6461,23.4,54,7,0.88,US,1690595828
468,tamanrasset,22.785,5.5228,23.95,11,0,2.06,DZ,1690595828
469,opuwo,-18.0607,13.84,11.64,50,82,3.44,NA,1690595829
470,manaure,11.7751,-72.4445,28.5,73,97,9.51,CO,1690595829
471,xinmin,41.9908,122.8253,27.46,79,100,7.62,CN,1690595829
472,dhidhdhoo,6.8833,73.1,27.95,77,39,4.66,MV,1690595830
473,vila velha,-20.3297,-40.2925,21.97,90,0,4.63,BR,1690595632
474,san isidro,-12.1167,-77.05,19.77,83,75,5.14,PE,1690595831
475,motueka,-41.1333,173.0167,12.28,52,83,1.47,NZ,1690595831
476,robore,-18.3333,-59.75,18.84,81,68,1.45,BO,1690595831
477,laguna,38.421,-121.4238,36.41,28,0,5.14,US,1690595831
478,serenje,-13.2325,30.2352,11.38,67,2,1.48,ZM,1690595832
479,sakakah,29.9697,40.2064,29.76,18,0,3.03,SA,1690595832
480,muisne,0.6,-80.0333,25.23,87,98,3.78,EC,1690595832
481,leava,-14.3,-178.1667,25.94,81,98,7.95,WF,1690595832
482,labytnangi,66.6572,66.4183,17.79,74,12,4.95,RU,1690595833
483,macapa,0.0389,-51.0664,25.99,100,20,1.54,BR,1690595833
484,gobabis,-22.45,18.9667,10.64,41,100,4.13,NA,1690595833
485,ubari,26.5921,12.7805,29.42,27,5,3.77,LY,1690595834
486,saudarkrokur,65.7461,-19.6394,8.49,88,88,1.81,IS,1690595834
487,market deeping,52.6765,-0.3163,17.19,87,100,5.14,GB,1690595834
488,correntina,-13.3433,-44.6367,21.7,73,74,1.53,BR,1690595834
489,mahina,-17.5065,-149.489,23.87,88,100,4.63,PF,1690595835
490,konarka,19.9,86.1167,28.22,75,100,4.64,IN,1690595835
491,usogorsk,63.4106,48.6872,17.08,84,100,3.7,RU,1690595835
492,lata,40.1629,-8.3327,17.54,99,63,0.63,PT,1690595835
493,kalach-na-donu,48.691,43.5264,19.5,80,100,6.93,RU,1690595836
494,humaita,-7.5061,-63.0208,25.58,47,4,1.45,BR,1690595836
495,praia da vitoria,38.7333,-27.0667,23.14,88,75,5.76,PT,1690595836
496,ingeniero jacobacci,-41.3427,-69.5448,5.26,77,67,2.7,AR,1690595836
497,sittwe,20.15,92.9,28.46,84,93,4.54,MM,1690595836
498,terbanggi besar,-4.8667,105.2333,26.6,77,76,2.27,ID,1690595837
499,rengasdengklok,-6.1592,107.2981,28.07,56,92,2.65,ID,1690595837
500,bizerte,37.2744,9.8739,27.0,78,40,1.54,TN,1690595837
501,reserva,-24.6503,-50.8506,13.28,99,45,0.65,BR,1690595838
502,shambu,9.5667,37.1,11.18,93,100,0.69,ET,1690595838
503,tambopata,-12.7333,-69.1833,21.67,86,90,2.11,PE,1690595838
504,freeport,40.6576,-73.5832,30.77,86,1,0.89,US,1690595838
505,freetown,8.484,-13.2299,23.84,100,75,2.06,SL,1690595839
506,bodaybo,57.8506,114.1933,25.13,66,25,0.99,RU,1690595839
507,beykonak,36.3257,30.303,28.19,46,0,1.49,TR,1690595839
508,suva,-18.1416,178.4415,23.71,57,75,2.57,FJ,1690595707
509,tindouf,27.6711,-8.1474,30.25,28,0,5.14,DZ,1690595839
510,mocimboa,-11.3167,40.35,20.57,88,45,2.15,MZ,1690595840
511,aykhal,66.0,111.5,22.8,31,12,3.12,RU,1690595840
512,novyy urgal,51.0736,132.5642,25.8,57,100,1.0,RU,1690595840
513,alacranes,22.7675,-81.5675,27.22,81,50,4.03,CU,1690595840
514,arrifes,37.7667,-25.7,21.14,94,40,3.6,PT,1690595841
515,harran,36.86,39.0314,29.06,18,0,3.9,TR,1690595841
516,erenhot,43.6475,111.9767,30.96,30,51,4.92,CN,1690595841
517,diego de almagro,-26.3667,-70.05,16.25,46,11,0.5,CL,1690595841
518,ribadesella,43.4614,-5.0596,21.08,83,5,1.9,ES,1690595842
519,el porvenir,13.7617,-87.3458,23.63,90,100,2.51,HN,1690595842
520,trevelin,-43.0858,-71.4639,7.29,96,100,3.48,AR,1690595842
521,pangai,-19.8,-174.35,24.06,60,20,3.09,TO,1690595842
522,newman,37.3138,-121.0208,33.92,11,0,3.95,US,1690595843
523,bakchar,57.0186,82.0711,20.13,66,97,0.47,RU,1690595843
524,tehran,35.6944,51.4215,29.99,23,40,0.0,IR,1690595714
525,fengcheng,40.4536,124.0717,23.38,98,100,2.74,CN,1690595843
526,vaxjo,56.8777,14.8091,11.03,63,100,1.54,SE,1690595844
527,puerto lempira,15.2667,-83.7667,25.69,90,100,2.8,HN,1690595844
528,luang prabang,19.8856,102.1347,24.98,94,100,0.0,LA,1690595845
529,calama,-22.4667,-68.9333,12.34,15,0,4.2,CL,1690595845
530,tocopilla,-22.092,-70.1979,18.28,73,17,1.94,CL,1690595845
531,dwarka,22.2394,68.9678,27.56,82,100,10.06,IN,1690595845
532,tongchuanshi,35.0806,109.0897,24.26,75,99,2.09,CN,1690595790
533,orkney,-26.9802,26.6727,15.51,32,100,7.88,ZA,1690595846
534,carolina beach,34.0352,-77.8936,28.34,84,100,4.0,US,1690595846
535,sarangani,5.4033,125.4636,28.44,78,100,5.82,PH,1690595846
536,kavaratti,10.5669,72.642,28.16,76,38,6.74,IN,1690595847
537,port isabel,26.0734,-97.2086,28.36,74,100,1.34,US,1690595847
538,hasaki,35.7333,140.8333,37.95,73,3,5.9,JP,1690595847
539,strezhevoy,60.7333,77.5889,19.25,75,39,0.7,RU,1690595847
540,presidente medici,-11.1753,-61.9014,24.63,39,99,1.92,BR,1690595848
541,castillos,-34.1667,-53.8333,6.23,85,9,1.5,UY,1690595848
542,tarko-sale,64.9225,77.785,21.57,67,99,1.99,RU,1690595667
543,lucapa,-8.4192,20.7447,19.04,32,0,1.3,AO,1690595849
544,helena valley southeast,46.6153,-111.9216,22.08,73,40,2.57,US,1690595849
545,itati,-27.2704,-58.2446,11.45,65,0,2.4,AR,1690595849
546,vansada,20.75,73.3667,25.03,93,98,3.4,IN,1690595850
547,corigliano calabro,39.595,16.5177,21.43,38,0,2.4,IT,1690595850
548,fenoarivo be,-18.4333,46.5667,10.23,94,9,2.11,MG,1690595850
549,mangrol,21.1167,70.1167,27.06,85,99,9.61,IN,1690595851
550,puerto aysen,-45.4,-72.7,8.52,98,100,2.26,CL,1690595851
551,baoshan,46.5586,131.4244,27.89,65,100,6.51,CN,1690595851
552,podporozh'ye,60.9112,34.1706,10.51,97,84,2.72,RU,1690595852
553,beyneu,45.3167,55.2,29.36,28,2,3.23,KZ,1690595852
554,angaur state,6.906,134.13,28.48,81,85,7.67,PW,1690595852
555,mizdah,31.4451,12.9801,25.09,49,0,1.81,LY,1690595852
556,colonia,50.9333,6.95,19.86,89,75,2.06,DE,1690595807
557,howard springs,-12.497,131.047,30.46,39,18,3.88,AU,1690595853
558,ostersund,63.1792,14.6357,12.25,94,99,7.2,SE,1690595853
559,tofol,5.3248,163.0078,32.88,70,75,1.54,FM,1690595853
560,yanchep,-31.55,115.6833,18.12,79,100,5.54,AU,1690595853
561,kahramanmaras,38.0,37.0,15.58,72,0,2.97,TR,1690595854
562,fauske,67.2588,15.3918,14.41,96,53,0.67,NO,1690595854
563,miri,4.4148,114.0089,29.08,89,20,1.54,MY,1690595854
564,tremp,42.167,0.8949,21.39,69,0,2.14,ES,1690595854
565,bubaque,11.2833,-15.8333,27.49,82,99,4.63,GW,1690595855
566,huadian,42.9633,126.7478,24.32,90,100,2.97,CN,1690595855
567,elverum,60.8819,11.5623,10.05,94,18,1.32,NO,1690595855
568,al ghayzah,16.2079,52.176,24.82,91,66,5.13,YE,1690595856
569,morlaix,48.5833,-4.0,17.34,94,100,4.63,FR,1690595856
570,punta cardon,11.6581,-70.215,27.56,83,42,12.69,VE,1690595856
571,lahad datu,5.0268,118.327,28.86,72,100,3.52,MY,1690595856
572,tual,-5.6667,132.75,26.08,85,71,10.08,ID,1690595857
573,fort bragg,35.139,-79.006,27.89,88,100,0.89,US,1690595857
574,salgotarjan,48.0987,19.803,16.61,85,100,0.81,HU,1690595857
575,antalaha,-14.9003,50.2788,18.38,76,10,3.2,MG,1690595857
576,coquimbo,-29.9533,-71.3436,12.85,100,100,1.54,CL,1690595858
577,grants,35.1473,-107.8514,26.13,25,100,10.8,US,1690595858
578,bani walid,31.7566,13.9942,24.0,65,0,1.71,LY,1690595858
579,vryburg,-26.9566,24.7284,16.3,31,20,9.98,ZA,1690595858
580,roscrea,52.9511,-7.8017,12.6,90,14,4.23,IE,1690595859
581,peniche,39.3558,-9.3811,21.16,95,13,2.57,PT,1690595835
582,ouarzazat,30.9189,-6.8934,29.16,11,3,2.57,MA,1690595859
583,gur'yevsk,54.2833,85.9333,17.18,95,100,2.13,RU,1690595859
584,contamana,-7.3333,-75.0167,25.63,61,14,0.53,PE,1690595859
585,atakent,40.8464,68.5067,27.32,27,0,3.3,KZ,1690595860
586,moyynkum,44.2914,72.9469,27.24,28,0,6.26,KZ,1690595860
587,tetiiv,49.3767,29.6647,14.66,83,53,3.25,UA,1690595860
588,sola,-13.8833,167.55,24.37,73,93,10.64,VU,1690595860
589,kharp,66.8014,65.8081,15.99,79,18,5.87,RU,1690595860
590,huarmey,-10.0681,-78.1522,20.7,83,34,4.36,PE,1690595861
591,shihezi,44.3,86.0333,26.32,38,100,2.53,CN,1690595861
592,pirallahi,40.4723,50.333,25.08,86,26,17.64,AZ,1690595861
593,saint-denis,48.9167,2.3333,19.43,87,100,3.6,FR,1690595861
594,aripuana,-9.1667,-60.6333,24.41,41,62,1.23,BR,1690595862
595,al bardiyah,31.7561,25.0865,25.43,72,0,5.32,LY,1690595862
596,kalkaman,51.9525,76.0211,24.88,39,75,5.02,KZ,1690595862
597,badvel,14.75,79.05,26.35,74,33,8.14,IN,1690595862
598,san fernando de monte cristi,19.8667,-71.65,28.05,79,100,8.28,DO,1690595863
599,marquette,46.5333,-87.6335,17.36,83,82,0.89,US,1690595863
600,quellon,-43.1167,-73.6167,12.56,91,100,7.74,CL,1690595864
